,Name,Certificates
609,A Chump at Oxford (1940),:Approved(PCA #5508)
610,A Cinderella Story (2004),:PG(certificate #40835)
611,A Circle of Deception (1960),:Approved
612,A Civil Action (1998),:PG-13(certificate #36309)
613,A Clean Sweep (1938),:Approved(PCA #4947)
614,A Clean-Up on the Curb (1931),:Passed(National Board of Review)
615,A Clear View the Mark Barmore Story (2015),:R(self applied)
616,A Climate for Killing (1991),:R
617,A Climax of Blue Power (1975),:X(self applied)
618,A Clock Work Blue (1972),:X(self applied)
619,A Clockwork Orange (1971),:R(certificate #22962) (edited for re-rating)
620,A Clockwork Orange (1971),:X(original rating)
621,A Close Call (1929/II),:Passed(National Board of Review)
622,A Close Call for Boston Blackie (1946),:Approved(PCA #11521)
623,A Close Call for Ellery Queen (1942),:Passed(National Board of Review)
624,A Close Call for Ellery Queen (1942),:Approved(PCA #8002)
625,A Close Shave (1995),:Unrated
626,A Cock and Bull Story (2005),:R
627,A Cold Day in Hell (2011),:PG-13
628,A Cold Romance (1949),:Approved
629,A Cold Romance (1949),:Passed(National Board of Review)
630,A Cold Wind in August (1961),:Approved(certificate number not listed)
631,A College Racket (1931),:Passed(National Board of Review)
632,A Coming of Angels (1977),:X
633,A Coming of Angels: 'The Sequel' (1985),:X
634,A Common Man (2013),:PG-13
635,A Complete History of My Sexual Failures (2008),:Unrated
636,A Connecticut Yankee (1931),:Unrated
637,A Conversation with Ken Kesey (1995),:PG-13(short version)
638,A Conversation with Mr. D (2009),:R
639,"A Cool, Dry Place (1998)",:PG-13(certificate #36172)
640,A Corner in Wheat (1909),:G
641,A Corny Concerto (1943),:Approved(PCA #8965)
642,A Countess from Hong Kong (1967),:G
643,A Country Christmas (2013),:PG
644,A Country Coyote Goes Hollywood (1965),:Approved
645,A Country Coyote Goes Hollywood (1965),:Passed(National Board of Review)
646,A Country Stud Horse (1920),:X
647,A Cow's Life (2014),:G
648,A Cowboy Needs a Horse (1956),:Approved(PCA #18190)
649,A Cowboy's Silver Lining (2004),:R
650,A Cowgirl's Story (2017),:PG(certificate #50859)
651,A Crack in the Floor (2001),:R(certificate #38016)
652,A Crime (2006),:R(certificate #46301)
653,A Crimson Mark (2004),:Unrated
654,A Cry in the Night (1956),:Approved(certificate #17796)
655,A Cry in the Wild (1990),:PG
656,A Cup of Love (2009),:PG
657,A Cure for Wellness (2016),:R(certificate #50458)
658,A Dama do Lotação (1978),:R(certificate #26850)
659,A Damsel in Distress (1937),:Approved(PCA #3583)
660,A Dance for Bethany (2007),:PG-13
661,A Dandy in Aspic (1968),:Approved(certificate #21511) (Suggested for Mature Audiences)
662,A Dangerous Adventure (1937),:Approved
663,A Dangerous Adventure (1937),:Passed(National Board of Review)
664,A Dangerous Game (1941),:Passed(National Board of Review)
665,A Dangerous Game (1941),:Approved(PCA #4431)
666,A Dangerous Game (2014/II),:Unrated
667,A Dangerous Method (2011),:R
668,A Dangerous Place (1994),:R(certificate #32948)
669,A Dangerous Profession (1949),:Approved(MPAA rating: certificate #13815)
670,A Dangerous Woman (1993),:R
671,A Dark Song (2016),:Unrated
672,A Dark Truth (2012),:R
673,A Date to Skate (1938),:Approved(certificate #1988)
674,A Date with the Falcon (1942),:Passed(National Board of Review) (uncredited)
675,A Date with the Falcon (1942),:Approved(MPPDA rating: certificate #7653)
676,A Daughter of the Sioux (1925),:Passed(National Board of Review)
677,A Day Without a Mexican (2004),:R
678,A Day at the Beach (1938),:Approved(PCA #4207)
679,A Day at the Races (1937),:Passed(National Board of Review)
680,A Day at the Races (1937),:Approved(PCA #3231)
681,A Day at the White House (1972),:R
682,A Day in Death Valley (1944),:Approved
683,A Day in June (1944),:Approved
684,A Day in June (1944),:Passed(National Board of Review)
685,"A Day in Trinidad, Land of Laughter (1957)",:Approved
686,"A Day in Trinidad, Land of Laughter (1957)",:Passed(National Board of Review)
687,A Day in the Death of Joe Egg (1972),:R
688,A Day in the Life (2009/I),:R
689,A Day in the Life (2009/II),:R
690,A Day in the Life of... The Cosmopolitan Girls (1981),:X
691,A Day in the Life: The Chronicles of Matthew (2011),:PG-13(internet release)
692,A Day of Fury (1956),:Approved
693,A Day on Treasure Island (1939),:Approved
694,A Day to Remember (1965),:Approved
695,A Day to Remember (1965),:Passed(National Board of Review)
696,A Day with the F.B.I. (1951),:Approved(PCA #15046)
697,A Day with the Meatball (2002),:PG
698,A Decade Under the Influence (2003),:R(certificate #39907)
699,A Delicate Balance (1973),:PG
700,A Demon for Trouble (1934),:Approved
701,A Demon for Trouble (1934),:Passed(National Board of Review)
702,A Devil in Eden (2007),:G
703,A Devil's Wind (2017),:Unrated
704,A Different Loyalty (2004),:R
705,A Different Story (1978),:R(certificate #25242)
706,A Dirty Shame (2004),:NC-17(certificate #40875)
707,A Dirty Shame (2004),:R(certificate #41506) (cut)
708,A Dirty Western (1975),:X
709,A Dispatch from Reuter's (1940),:Approved(PCA #6333)
710,A Distant Trumpet (1964),:Approved(MPAA rating: certificate #20573)
711,A Doctor's Diary (1937),:Approved
712,A Doctor's Diary (1937),:Passed(National Board of Review)
713,A Documentary (2001),:PG-13
714,A Documentary on the Making of 'Gore Vidal's Caligula' (1981),:Unrated
715,A Dog & Pony Show (2018),:PG(certificate #51095)
716,A Dog of Flanders (1935),:Approved(PCA #621)
717,A Dog of Flanders (1999),:PG
718,A Dog's Best Friend (1959),:Approved(PCA #19394)
719,A Dog's Purpose (2017),:PG(certificate #50725)
720,A Dog's Tale (1999),:G
721,A Doll's House (1973/I),:G
722,A Double Life (1947),:Approved(MPAA rating: certificate #12847)
723,A Dream Comes True (1935),:Approved(PCA #1809)
724,A Dream of Kings (1969),:R
725,A Dream of Love (1938),:Approved
726,A Dry White Season (1989),:R(certificate #29741)
727,A Dull House (2004),:PG-13
728,A Face in the Crowd (1957),:Approved(certificate #18502)
729,A Face in the Fog (1936),:Approved
730,A Face in the Fog (1936),:Passed(National Board of Review)
731,A Face of War (1968),:Approved
732,A Failure at Fifty (1940),:Approved
733,A Failure at Fifty (1940),:Passed(National Board of Review)
734,A Family Affair (1937),:Passed(National Board of Review)
735,A Family Affair (1937),:Approved(PCA #3136)
736,A Family Man (2016),:R(certificate #50592)
737,A Family Thing (1996),:PG-13(certificate #34066)
738,A Family Underground (2009),:R(certificate #45343)
739,A Family on Edge (2013),:R
740,A Fan's Notes (1972),:R
741,A Fantastic Fear of Everything (2012),:R
742,A Fantasy Fulfilled (1975),:X(self applied)
743,A Far Off Place (1993),:PG
744,A Farewell to Arms (1932),:Unrated(MPPDA rating)
745,A Farewell to Arms (1932),":Approved(PCA #4306-R, 9 May 1938 for re-release)"
746,A Farewell to Arms (1932),:Passed(The National Board of Review)
747,A Farewell to Arms (1957),:Approved(certificate #18795)
748,A Farewell to Fools (2013),:PG-13
749,A Father's Advice (2014),:PG(self applied)
750,A Father's Prayer (2006),:G
751,A Feast at Midnight (1994),:PG
752,A Feast of Flesh (2007),:Unrated
753,A Feud There Was (1938),:Approved
754,A Feud There Was (1938),:Passed(National Board of Review)
755,A Few Good Men (1992),:R(certificate #31954)
756,A Fig Leaf for Eve (1944),:Approved
757,A Fig Leaf for Eve (1944),:Passed(National Board of Review)
758,"A Fight for Millions: Episode No. 1, The Snare (1918)",:Approved
759,A Fight to the Finish (1947),:Approved
760,A Fight to the Finish (1947),:Passed(National Board of Review)
761,A Fighting Man (2014),:R
762,A Film About Coffee (2014),:Unrated
763,A Fine Mess (1986),:PG(Certificate #27971)
764,A Fine Step (2014),:PG
765,A Fish Called Wanda (1988),:R(certificate #29002)
766,A Fish Story (1972),:G
767,A Fish in the Bathtub (1999),:PG-13
768,A Fistful of Dragon (1981),:R(certificate #26868)
769,A Fistful of Trouble (2008),:PG
770,A Flea in Her Ear (1968),:Approved(certificate #21653) (Suggested for Mature Audiences)
771,A Flight Ticket (2008),:G
772,A Florida Enchantment (1914),:Unrated
773,A Fly in the Pink (1971),:G
774,A Fly in the Pink (1971),:Approved(certificate #22993)
775,A Fool's Advice (1932),:Passed(National Board of Review)
776,A Force of One (1979),:PG(certificate #25657)
777,A Foreign Affair (1948),:Approved(PCA #12791)
778,A Foreign Affair (2003),:PG-13(certificate #40547)
779,A Formal Faucett (1978),:X
780,A Four Letter Word (2007),:Unrated
781,A Free Bird (2014),:R
782,A Free Soul (1931),:Passed(National Board of Review)
783,A Fugitive from Justice (1940),:Approved(PCA #5763)
784,A Funny Thing Happened on the Way to the Forum (1966),:Approved(Suggested for Mature Audiences)
785,A Further Gesture (1997),:R(certificate #35869)
786,A Game of Love (1974),:X(self applied)
787,A Gentle Gangster (1943),:Approved
788,A Gentle Gangster (1943),:Passed(National Board of Review)
789,A Gentleman After Dark (1942),:Approved
790,A Gentleman After Dark (1942),:Passed(National Board of Review)
791,A Gentleman After Dark (1942),:Approved(PCA #7948)
792,A Gentleman's Game (2002),:R
793,A Ghost Story (2017),:R(certificate #51046)
794,A Ghost of a Chance (1973),:X
795,A Gift for Heidi (1958),:Approved
796,A Gift from Santa (2005),:G(self applied)
797,A Girl Like Grace (2015),:PG-13
798,A Girl Like Her (2015),:PG-13
799,A Girl Like That (1979),:X(self applied)
800,A Girl Walks Home Alone at Night (2014),:Unrated
801,A Girl in Every Port (1928),:Passed
802,A Girl in Every Port (1952),:Approved(PCA #15353)
803,A Girl in a Million (1946),:Approved
804,A Girl to Kill For (1990),:R
805,A Girl with Ideas (1937),:Approved
806,A Girl with Ideas (1937),:Passed(National Board of Review)
807,A Girl's Best Friend (1981),:X
808,A Girl's Best Years (1936),:Approved(PCA #3516)
809,"A Girl, Three Guys, and a Gun (2000)",:R
810,"A Girl, a Guy, and a Gob (1941)",:Approved(PCA #6726)
811,A Glimpse Inside the Mind of Charles Swan III (2012),:R
812,A Gnome Named Gnorm (1990),:PG
813,A Good Day (2004),:G
814,A Good Day to Be Black & Sexy (2008),:R
815,A Good Day to Die Hard (2013),:R(certificate #48097)
816,A Good Man Is Hard to Find (2009),:PG-13
817,A Good Man in Africa (1994),:R
818,A Good Marriage (2014),:R
819,A Good Night to Die (2003),:R(certificate #39816)
820,A Good Old Fashioned Orgy (2011),:R(certificate #46762)
821,A Good Woman (2004),:PG(certificate #41870)
822,A Good Year (2006),:PG-13(certificate #42357)
823,A Goofy Movie (1995),:G(certificate #33734)
824,A Grain of Salt (2008),:R(original rating)
825,A Grand Day Out (1989),:Unrated
826,A Grande Arte (1991),:R
827,A Great Wall (1986),:PG
828,A Greener Pasture (2015),:PG-13
829,A Guide for the Married Man (1967),:PG
830,A Guide for the Married Man (1967),:Approved(Suggested for Mature Audiences)
831,A Guide to Recognizing Your Saints (2006),:R
832,A Gun Fightin' Gentleman (1919),:Passed(National Board of Review)
833,A Gun in His Hand (1945),:Passed(National Board of Review)
834,A Gun in His Hand (1945),:Approved(PCA #10966)
835,"A Gun, a Car, a Blonde (1997)",:Unrated
836,A Gunfight (1971),:PG
837,A Gunfight (1971),:GP(original rating)
838,A Guy Named Joe (1943),:Passed(National Board of Review)
839,A Guy Named Joe (1943),:Approved(PCA #9727)
840,A Guy Thing (2003),:PG-13(No.38897)
841,"A Guy, a Gal and a Pal (1945)",:Approved
842,"A Guy, a Gal and a Pal (1945)",:Passed(National Board of Review)
843,A Handful of Dust (1988),:PG(certificate #28951)
844,A Happening in Hamelin (1968),:G
845,A Hard Day's Night (1964),:Approved(original rating)
846,A Hard Day's Night (1964),:G(certificate #25854) (re-rating) (1979)
847,A Hard Night (1970),:X
848,A Hare-Breadth Finish (1957),:Approved(PCA #05582)
849,A Harem Knight (1926),:Passed(National Board of Review)
850,A Haul in One (1956),:Approved(certificate #05904)
851,A Haunted House (2013),:R(certificate #47839)
852,A Haunted House 2 (2014),:R(certificate #48928)
853,A Haunting We Will Go (1939),:Approved
854,A Haunting We Will Go (1939),:Passed(National Board of Review)
855,A Herb Alpert & the Tijuana Brass Double Feature (1966),:Approved(PCA #06745)
856,A Hero Ain't Nothin' But a Sandwich (1978),:PG(certificate #24877)
857,A Hero of the Big Snows (1926),:Passed
858,A Hick a Slick and a Chick (1948),:Approved(PCA #12172)
859,A High Wind in Jamaica (1965),:Approved(PCA #20540)
860,A History of Violence (2005),:R(certificate #41604)
861,A History of the Blue Movie (1970),:X
862,A Hit with a Miss (1945),:Approved
863,A Hole in the Head (1959),:Approved(PCA #19236)
864,A Hollywood Day (2011),:G
865,A Hollywood Detour (1942),:Approved
866,A Hollywood Detour (1942),:Passed(National Board of Review)
867,A Hologram for the King (2016),:R(certificate #50361)
868,A Home at the End of the World (2004),:R
869,A Home of Our Own (1993),:PG(certificate #32558)
870,A Horrible Way to Die (2010),:R(certificate #46608)
871,A Horse Tail (2015),:G
872,A Horse for Summer (2015),:PG
873,A Horse's Tale (1954),:Approved
874,A Horse's Tale (1954),:Passed(National Board of Review)
875,A Hot Meal (2008),:Unrated
876,A House Divided (1913/I),:Unrated
877,A House Divided (2008),:R(certificate #45952)
878,A House in the Hills (1993),:R
879,A Howling Success (1954),:Approved(PCA #05501)
880,A Jewel in Pawn (1917),:Approved
881,A Jihad for Love (2007),:Unrated
882,A Judgment in Stone (1986),:R(certificate #28629)
883,A Kid Called Danger (1999),:PG(Certificate #36951)
884,A Kid for Two Farthings (1955),:Approved(certificate number not listed)
885,A Kid in King Arthur's Court (1995),:PG(certificate #33834)
886,A Killer Within (2004),:R
887,A Killing Affair (1986),:R
888,A Kind of Magic (2015),:Unrated
889,A Kind of Murder (2016),:R(certificate #50286)
890,A King in New York (1957),:G(1972)
891,A Kiss Before Dying (1956),:Approved(certificate #17419)
892,A Kiss Before Dying (1991),:R(certificate #30941)
893,A Kiss and a Promise (2012),:R
894,A Kiss for Corliss (1949),:Approved(PCA #14012)
895,A Kiss in the Dark (1949),:Approved(certificate #13101)
896,A Knife for the Ladies (1974),:R
897,A Knight Lost (2006),:PG-13
898,A Knight for a Day (1946),:Approved(PCA #10388)
899,A Knight's Tale (2001),:PG-13(certificate #37532)
900,A Knight's Tale (2001),:Unrated(extended version)
901,A Lady Fights Back (1944),:Approved
902,A Lady Surrenders (1930),:Passed(National Board of Review)
903,A Lady Takes a Chance (1943),:Passed(National Board of Review)
904,A Lady Takes a Chance (1943),:Approved(PCA #9088)
905,A Lady Without Passport (1950),:Approved(PCA #14465)
906,A Lady of Chance (1928),:Passed(National Board of Review)
907,A Lady's Morals (1930),:Approved
908,A Lady's Morals (1930),:Passed(National Board of Review)
909,A Late Quartet (2012),:R
910,A Lawless Street (1955),:Approved(MPAA rating: certificate #17621)
911,A Lawless Street (1955),:Passed(National Board of Review)
912,A Lawman Is Born (1937),:Passed(National Board of Review)
913,A Lawman Is Born (1937),:Approved(PCA #3281)
914,A League of Ordinary Gentlemen (2004),:R
915,A League of Their Own (1992),:PG(certificate #31516)
916,A Leak in the Dike (1965),:Approved(PCA #06611)
917,A Leap for Life (1915),:Approved
918,A Leap in the Deep (1971),:Approved
919,A Leap in the Deep (1971),:G
920,A Lego Brickumentary (2014),:G
921,A Letter for Evie (1946),:Approved
922,A Letter for Evie (1946),:Passed(National Board of Review)
923,A Letter from Bataan (1942),:Approved
924,A Letter from Death Row (1998),:R
925,A Letter to Three Wives (1949),:Unrated
926,A Letter to Three Wives (1949),:Approved(certificate #13227)
927,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman (2012),:R
928,A Life Less Ordinary (1997),:R(certificate #35216)
929,A Life for a Life (2003),:PG-13
930,A Life in the Balance (1955),:Approved(PCA #16790)
931,A Life of Sin (1979),:R
932,A Light Beneath Their Feet (2015),:R(certificate #50450)
933,A Light in the Darkness (2002),:R
934,A Light in the Forest (2003),:PG(certificate #40275)
935,A Likely Story (1947),:Approved(MPPDA rating: certificate #11459)
936,A Likely Story (1947),:Passed(National Board of Review)
937,A Lion Is in the Streets (1953),:Approved(PCA #16499)
938,A Little Bit Zombie (2012),:R
939,A Little Bit of Discipline (2006),:PG-13
940,A Little Bit of Heaven (2011),:PG-13(certificate #46336)
941,A Little Bit of Soul (1998),:R
942,A Little Bit of... Hanky Panky (1984),:X
943,A Little Chaos (2014),:R
944,A Little Game (2014),:PG
945,A Little Help (2010),:R(certificate #46638)
946,A Little Inside (1999),:PG
947,A Little Journey (1927),:Passed(National Board of Review)
948,A Little Night Music (1977),:PG
949,A Little Night Music (2008),:PG-13
950,A Little Princess (1995),:G(certificate #33528)
951,A Little Romance (1979),:PG(certificate # 25563)
952,A Little Sex (1982),:R(certificate #26581)
953,A Little Trip to Heaven (2005),:R
954,A Lobster Tale (2006),:PG-13
955,A Lonely Place to Die (2011),:R
956,A Long Way Down (2014),:R
957,A Long Way Off (2014),:PG
958,A Look at Liv (1979),:Unrated
959,A Lost Lady (1934),:Approved(PCA #147)
960,A Lost and Found Box of Human Sensation (2010),:PG
961,A Lot Like Love (2005),:PG-13(certificate #41296)
962,A Love Divided (1999),:Unrated
963,A Love Song for Bobby Long (2004),:R(certificate #41073)
964,A Lovely Way to Die (1968),:Approved(Suggested for Mature Audiences)
965,A Lover for Susan (1987),:X
966,A Low Down Dirty Shame (1994),:R
967,A Lowrider Spring Break En San Quilmas (2000),:PG-13(certificate #39620)
968,A Madea Christmas (2013),:PG-13(certificate #48542)
969,A Magic Christmas (2014),:G
970,A Maid Made Mad (1943),:Approved
971,A Majority of One (1961),:Approved(certificate #19906)
972,A Man Alone (1955),:Approved(MPAA rating: certificate #17573)
973,A Man Apart (2003),:R(certificate #39727)
974,A Man Betrayed (1936),:Passed(National Board of Review)
